Br,CustName,Item Code,Item Desc,Specification,Strength,Pack Size,Jan,Jan Foc,Feb,Feb Foc,Mar,Mar Foc,Apr,Apr Foc,May,May Foc,Jun,Jun Foc,Jul,Jul Foc,Aug,Aug Foc,Sep,Sep Foc,Oct,Oct Foc,Nov,Nov Foc,Dec,Dec Foc
Q056,AL QUDS PHARMACY-BIRAKAT AL MAUZ,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R026,RUSTAQ PHARMACY,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,15,3,15,3,0,0,0,0,0,0,0,0,0,0
R185,ROYAL PHARMACY,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S081,SEEB PHARMACY (SEEB),007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200,SOHAR PHARMACY - SOHAR,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
S226,SCIENTIFIC PHARMACY,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,200,48,0,0,0,0,0,0,100,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S271,AL SAADI PHARMACY (BIDAYA),007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S360,AL BUSHRA MEDICAL SPECIALTY COMPLEX,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S385,AVICEN PHARMACY (AL WANESS BUSINESS INTL.),007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,100,32,0,0,0,0,100,32,0,0,100,24,0,0,0,0,0,0,0,0,0,0
S528,SIGMA PHARMACY(FALAJ AL WUSTA),007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S614,AL SARAF MEDICAL STORE,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,20,4,20,4,0,0,10,2,0,0,0,0,0,0,0,0,0,0
T115,NEW TAIBA PHARMACY (CENTRAL STORE),007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,50,11,0,0,0,0,0,0,0,0,0,0,100,26,0,0,0,0,0,0,0,0,0,0
U016,UM BALQEES NATIONAL CO. LLC,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,10,2,0,0,0,0,10,2,10,2,10,2,10,2,0,0,0,0,0,0,0,0,0,0
V023,VISTA PHARMA,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,50,11,50,11,0,0,0,0,0,0,0,0,50,17,0,0,0,0,0,0,0,0,0,0
W072,AL WADI PHARMACY (AMATHEL),007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W076,AL WADI AL KABIR PHARMACY,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,25,5,25,5,0,0,0,0,0,0,0,0,0,0,0,0
W161,WELL CARE PHARMACY MAWALAH,007490255,VITMI-ADULTS,EFFERVESCENT TABLETS,,20S,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
001,Ruwi Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
003,Al Gobra (Pharmacy) Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,20,0,0,0,0,0,0,0,12,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
004,Al Rusayl Branch (Near SQUH),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
005,Wadi Kabir (Opp: Al Maha Pump) Br.,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
006,Muttrah Souq  Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Al Hamra Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008,Medinat Qaboos Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009,Sohar Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,10,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
010,Nizwa Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,Khasab (Musandam) Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,10,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012,Musanna Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
018,Darsait Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
024,Greater Muttrah Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
025,Qurum  Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026,Wadi Kabir Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029,Saham Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032,Al Khuwair Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,15,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033,Al Kamel Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
034,Al Suwaiq  Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038,Al Bidayah Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,13,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0
039,Seeb Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
040,Masirah Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
041,Al Muzn Mall Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,Muscat Int'l Airport Branch - Landside,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,Muscat Int'l Airport Branch - Airside,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
044,Safeer (Azaiba) Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,7,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
045,Ibri Sanaya Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
046,Yanqil Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
047,Ibra Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
068,Wadi Hatat Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
080,Qurum City Centre Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
081,Rustaq Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
082,Al Khod Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
083,Sinaw Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,3,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
084,Bilad Bani Buali Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
087,Hamriya Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
088,Al Sarooj Comm.Centre (Pharmacy),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,56,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
090,Muttrah Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,8,0,5,0,0,0,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
091,Barka Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
092,Bahla  Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
093,Ruwi High Street Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
094,Buraimi Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,10,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
097,Al Hail Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,4,0,5,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0
098,Al Meera Al Amerat Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
099,Al-Mawaleh Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,20,0,16,0,15,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
100,Mabela Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Hay Al-Rahbah Cplx Branch (MQ),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,5,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
102,Liwa Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Khaburah Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,6,0,0,0,16,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
105,Mall of Oman Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,2,0,0,0,24,0,0,0,0,0,10,0,28,0,0,0,0,0,0,0,0,0,0,0
107,City Centre Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,Safeer-Sohar (Pharmacy) Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
124,Barka Grand Centre Branch,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8677,GOLDEN MEDICAL PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A495,ALYA AL AMERAT PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,3,0,9,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A521,OMAN INTERNATIONAL HOSPITAL,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,5,1,0,0,12,2,0,0,12,2,0,0,0,0,0,0,0,0,0,0
A551,ANJAAD PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
A591,ALIF PHARMACY MEBELA,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A592,AMLA PHARMACY MUSANNAH,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
B111,BADAR AL JASHMI-II PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B165,AL BAWARAK PHARMACY (Mabellah),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,6,1,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
B186,BASMAT AL AMAL PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B210,AL BURAIMI MODERN PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B250,AL AIN PHARMACY (MABELLA-2),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C094,COSMED PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
D153,DAR AL DAWAA PHARMACY - SOHAR,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F126,FAMILY MODERN PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F130,FARAH PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
F142,AL FATEH PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G123,GOHARAT AL SHARQIYA PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G142,GULF OXYGEN PHARMACY LLC.,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H198,AL HARMEEN MODERN PHARMACY (STORES),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
H245,HAYYAK PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H247,HOOR AL JENAN PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H251,HEALTH PHARMACY DRUG STORE,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I001,IBN SINA PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,10,2,0,0,10,2,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0
I035,IBN SALIM PHARMACY ( IBRA ),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
I082,IBN SALEEM PHARMACY (MUDHAIBI),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J113,AL JADEED PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L070,LULU PHARMACY (CENTRAL STORES),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,100,24,0,0,0,0,0,0,50,11,0,0,0,0,0,0,0,0,0,0
M304,NEW BEHLA PHARMACY - AL MAWALAH,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M377,MODERN AL SALAMA POLYCLINIC PHY.,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
M531,AL MALAZ PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
M535,AL MEEZAN PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N208,AL NASEEB PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O167,OMAR PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P047,PEACE LAND PHARMACY (GHOBRA),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
P059,PREMIUM PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P068,PHARMALINA PHARMACY (AL KHOUD),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
Q056,AL QUDS PHARMACY-BIRAKAT AL MAUZ,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R026,RUSTAQ PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0
R185,ROYAL PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S200,SOHAR PHARMACY - SOHAR,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S271,AL SAADI PHARMACY (BIDAYA),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S360,AL BUSHRA MEDICAL SPECIALTY COMPLEX,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U016,UM BALQEES NATIONAL CO. LLC,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,10,2,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0
V023,VISTA PHARMA,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,50,11,50,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W072,AL WADI PHARMACY (AMATHEL),007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Z073,ZAD PHARMACY,007490256,VITMI WOMEN,EFFERVESCENT TABLETS,,20S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
003,Al Gobra (Pharmacy) Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
004,Al Rusayl Branch (Near SQUH),007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007,Al Hamra Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
008,Medinat Qaboos Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
009,Sohar Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
010,Nizwa Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
011,Khasab (Musandam) Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
012,Musanna Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
018,Darsait Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
025,Qurum  Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
026,Wadi Kabir Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
028,Ibri Murtafa Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
029,Saham Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
032,Al Khuwair Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
033,Al Kamel Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
034,Al Suwaiq  Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
038,Al Bidayah Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,12,0,3,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
039,Seeb Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
040,Masirah Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,12,0,6,0,26,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
041,Al Muzn Mall Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
042,Muscat Int'l Airport Branch - Landside,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
043,Muscat Int'l Airport Branch - Airside,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,8,0,0,0,0,0,28,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
044,Safeer (Azaiba) Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,7,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
045,Ibri Sanaya Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
046,Yanqil Branch,007490265,VOMIREL,EFFERVESCENT TABLETS,,20S,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
